,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,copyright,contentAdvisoryRating
32,track,829356035,1440842514,Rae Sremmurd,SremmLife 2 (Deluxe),SremmLife 2 (Deluxe),https://music.apple.com/us/artist/rae-sremmurd/829356035?uo=4,https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440842514?i=1440842851&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/07/a9/fe/07a9fe35-2484-baa7-c4ae-f6c7cfdc8c84/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/07/a9/fe/07a9fe35-2484-baa7-c4ae-f6c7cfdc8c84/source/100x100bb.jpg,10.99,cleaned,14,USA,USD,2016-08-12T12:00:00Z,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/15/13/d2/1513d27e-466f-ca2f-ca29-5cde087cbc80/mzaf_10138451372715504636.plus.aac.p.m4a,,song,1440842851.0,Black Beatles (feat. Gucci Mane),Black Beatles (feat. Gucci Mane),https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440842514?i=1440842851&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/07/a9/fe/07a9fe35-2484-baa7-c4ae-f6c7cfdc8c84/source/30x30bb.jpg,1.29,cleaned,1.0,1.0,5.0,291890.0,True,,Clean
33,track,136975,1474815798,The Beatles,Abbey Road (2019 Mix),Abbey Road (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/2a/f9/04/2af904cd-f05a-d5a1-8014-c1387855b56c/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/2a/f9/04/2af904cd-f05a-d5a1-8014-c1387855b56c/source/100x100bb.jpg,9.99,notExplicit,17,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/79/1a/b0/791ab082-6e6e-cef6-7654-3b32877e15f8/mzaf_12539242327411432039.plus.aac.p.m4a,,song,1474815799.0,Come Together,Come Together (2019 Mix),https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/2a/f9/04/2af904cd-f05a-d5a1-8014-c1387855b56c/source/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,260200.0,True,,
34,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cry-baby-cry/1441133180?i=1441134477&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b5/8f/77/b58f772b-cfe2-6c51-b789-327a6d518f6f/mzaf_6834851729795768369.plus.aac.p.m4a,,song,1441134477.0,Cry Baby Cry,Cry Baby Cry,https://music.apple.com/us/album/cry-baby-cry/1441133180?i=1441134477&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,11.0,182080.0,True,,
35,track,136975,1582219768,The Beatles,Let It Be (2021 Mix),Let It Be (2021 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/69/79/c2/6979c26c-4fe5-3b45-0b9e-588cc9cd0687/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/69/79/c2/6979c26c-4fe5-3b45-0b9e-588cc9cd0687/source/100x100bb.jpg,9.99,notExplicit,12,USA,USD,2021-08-28T07:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/87/9a/e6/879ae67e-5488-bae4-f4cf-dc2680e50002/mzaf_12599982785820130194.plus.aac.p.m4a,,song,1582223667.0,Let It Be,Let It Be (2021 Mix),https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/69/79/c2/6979c26c-4fe5-3b45-0b9e-588cc9cd0687/source/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,243173.0,True,,
36,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7a/a5/46/7aa5461c-0ed9-d365-69f8-8777c701c7f4/mzaf_8336501621934312211.plus.aac.p.m4a,,song,1441133505.0,Let It Be,Let It Be,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,12.0,232373.0,True,,
37,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun/1441133100?i=1441133289&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/07/2a/55/072a55e7-9ae3-f032-cc30-d59609956b6c/mzaf_5324579246921704668.plus.aac.p.m4a,,song,1441133289.0,Here Comes the Sun,Here Comes the Sun,https://music.apple.com/us/album/here-comes-the-sun/1441133100?i=1441133289&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,8.0,187373.0,True,,
38,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/penny-lane/1441133100?i=1441133102&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-02-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/51/82/e5/5182e5e1-f680-0112-7980-c5d89f8c3c7d/mzaf_13384762406387141754.plus.aac.p.m4a,,song,1441133102.0,Penny Lane,Penny Lane,https://music.apple.com/us/album/penny-lane/1441133100?i=1441133102&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,2.0,181600.0,True,,
39,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/7c/96/997c9688-84b2-dc78-5a68-94157a425eec/mzaf_1996502635938580783.plus.aac.p.m4a,,song,1441134393.0,Honey Pie,Honey Pie,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,9.0,161160.0,True,,
40,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/100x100bb.jpg,19.99,notExplicit,32,USA,USD,2019-05-22T07:00:00Z,Pop,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/32/a2/13/32a21383-7e17-e8ae-e0e0-bf6b78144fc0/mzvf_7037047804382233330.640x478.h264lc.U.p.m4v,,music-video,1441134703.0,The Beatles,The Beatles (Documentary),https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/30x30bb.jpg,1.99,notExplicit,3.0,3.0,1.0,331490.0,,,
41,track,136975,1441132965,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/in-my-life/1441132965?i=1441134004&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/48/20/ef/4820ef58-ce20-b999-5d52-fcfb2c8e4c91/mzaf_1026213659095857597.plus.aac.p.m4a,,song,1441134004.0,In My Life,In My Life,https://music.apple.com/us/album/in-my-life/1441132965?i=1441134004&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,9.0,147227.0,True,,
42,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bc/70/d3/bc70d39d-60f9-8957-fa1b-820c6e268584/mzaf_6152385202399959333.plus.aac.p.m4a,,song,1441134376.0,Revolution 1,Revolution 1,https://music.apple.com/us/album/revolution-1/1441133180?i=1441134376&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,8.0,255707.0,True,,
43,track,136975,1441133100,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/with-a-little-help-from-my-friends/1441133100?i=1441133267&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14,USA,USD,1967-06-01T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/34/e4/3b/34e43bac-a9a0-0902-c579-1c9666f383fd/mzaf_3788832418702269666.plus.aac.p.m4a,,song,1441133267.0,With a Little Help From My Friends,With a Little Help From My Friends,https://music.apple.com/us/album/with-a-little-help-from-my-friends/1441133100?i=1441133267&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,4.0,164187.0,True,,
44,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/bd/35/61bd35fa-c4fa-9dc1-99cc-028e55d45cee/mzaf_3204957169827302601.plus.aac.p.m4a,,song,1441133690.0,Martha My Dear,Martha My Dear,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,9.0,148573.0,True,,
45,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-continuing-story-of-bungalow-bill/1441133180?i=1441133634&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4c/5e/48/4c5e48e3-c08f-814d-570f-e934a71aff47/mzaf_2287261268531929013.plus.aac.p.m4a,,song,1441133634.0,The Continuing Story of Bungalow Bill,The Continuing Story of Bungalow Bill,https://music.apple.com/us/album/the-continuing-story-of-bungalow-bill/1441133180?i=1441133634&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,6.0,194160.0,True,,
46,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/01/5f/51015f55-d5bb-c94e-0a05-acf3fedf9318/mzaf_6063975442138047837.plus.aac.p.m4a,,song,1441133702.0,I'm So Tired,I'm So Tired,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,10.0,123493.0,True,,
47,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/27/27/1027275b-708d-942a-2f38-800ecaa0d79e/mzaf_7748806922353413165.plus.aac.p.m4a,,song,1441134482.0,Revolution 9,Revolution 9,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,12.0,502013.0,True,,
48,track,136975,1441133180,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/49/09/d4/4909d493-2f18-58cd-4745-97aef5d43de4/mzaf_11905904210435959857.plus.aac.p.m4a,,song,1441133436.0,Glass Onion,Glass Onion,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,3.0,137840.0,True,,
49,audiobook,310801194,1454533897,Paul Charles,The Beatles: The Pocket Essential Guide,The Beatles: The Pocket Essential Guide,https://books.apple.com/us/author/paul-charles/id310801194?uo=4,https://books.apple.com/us/audiobook/the-beatles-the-pocket-essential-guide/id1454533897?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/6a/9b/28/6a9b2839-c8fe-55a6-0169-46d9bdc54b88/9781848391994_cover.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/6a/9b/28/6a9b2839-c8fe-55a6-0169-46d9bdc54b88/9781848391994_cover.jpg/100x100bb.jpg,6.99,notExplicit,1,USA,USD,2016-03-15T07:00:00Z,Nonfiction,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/46/74/22/4674220b-ec41-c058-2c87-4bd1d7f31eab/mzaf_6782547560392152472.std.aac.p.m4a,"The most successful entity in the history of the entertainment business, and still as popular as ever forty years on, The Beatles' story is a classic rags to riches tale. Here, every official Beatles single and album is discussed, along with a detailed discussion of how the four working-class Liverpool lads met and, using the songs and records as signposts, a journey through their colourful, historic and celebrated career.",,,,,,,,,,,,,,© 2016 Summersdale Publishing,
